signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,atr_ratio,holding_days,target_pct,source_manifest,source_table,note
20240604,20240605,SZSE.002607,002607.SZ,中公教育,1,0.9897746638894149,0.052617804007668946,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240604,20240605,SHSE.688728,688728.SH,格科微,2,0.9689452755160007,0.040312574725628436,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240604,20240605,SZSE.300142,300142.SZ,沃森生物,3,0.9625071009278545,0.030043414247686143,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240604,20240605,SZSE.300122,300122.SZ,智飞生物,4,0.9613709524711229,0.026490649068695173,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240604,20240605,SZSE.002131,002131.SZ,利欧股份,5,0.961181594395001,0.03173391800479219,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240605,20240606,SZSE.002607,002607.SZ,中公教育,1,0.9742619227857684,0.060169492874264145,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240606,20240607,SZSE.002607,002607.SZ,中公教育,1,0.984670704012112,0.06153846251857855,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240607,20240611,SZSE.002607,002607.SZ,中公教育,1,0.996402196553683,0.06695906439056283,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240611,20240612,SHSE.601162,601162.SH,天风证券,1,0.9793599697027078,0.025941420182193274,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240611,20240612,SHSE.603688,603688.SH,石英股份,2,0.978981253550464,0.035079077776738264,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240612,20240613,SZSE.002607,002607.SZ,中公教育,1,0.9888363292336803,0.06347150643197076,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240612,20240613,SHSE.601162,601162.SH,天风证券,2,0.9810785241248817,0.027848101547871842,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240612,20240613,SZSE.002131,002131.SZ,利欧股份,3,0.9576158940397351,0.0372995574406737,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240613,20240614,SZSE.002607,002607.SZ,中公教育,1,0.9894059780552402,0.065608465943441,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240613,20240614,SHSE.601162,601162.SH,天风证券,2,0.986568293605751,0.030701753896739886,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240613,20240614,SZSE.002131,002131.SZ,利欧股份,3,0.9774877033673856,0.039898842390521716,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240613,20240614,SHSE.603077,603077.SH,和邦生物,4,0.9513810064320848,0.031179315850659372,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240614,20240617,SZSE.002131,002131.SZ,利欧股份,1,1.0082639939485627,0.04660227569418761,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240614,20240617,SZSE.002607,002607.SZ,中公教育,2,0.9909228441754917,0.0683783760620614,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240614,20240617,SZSE.002436,002436.SZ,兴森科技,3,0.9890317700453858,0.042319178130186,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240614,20240617,SHSE.603939,603939.SH,益丰药房,4,0.9869515885022693,0.04568938239433792,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240614,20240617,SHSE.600115,600115.SH,中国东航,5,0.9850605143721634,0.021139240245700148,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240617,20240618,SZSE.002436,002436.SZ,兴森科技,1,0.9897862682050312,0.04354492812205663,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240617,20240618,SZSE.002607,002607.SZ,中公教育,2,0.9886514091167014,0.06793478231925915,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240617,20240618,SHSE.603939,603939.SH,益丰药房,3,0.9867599773028183,0.04697509563691055,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240617,20240618,SHSE.603077,603077.SH,和邦生物,4,0.9856251182144884,0.03529655236438116,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240617,20240618,SHSE.601162,601162.SH,天风证券,5,0.9646302250803859,0.031818181538793844,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240618,20240619,SZSE.002436,002436.SZ,兴森科技,1,0.9905428409305844,0.043908089905630575,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240618,20240619,SZSE.002607,002607.SZ,中公教育,2,0.9886514091167014,0.06648936279364406,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240618,20240619,SZSE.000858,000858.SZ,五粮液,3,0.9799508227728391,0.02127862448200749,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240618,20240619,SHSE.600519,600519.SH,贵州茅台,4,0.9729525250614716,0.015434113942782421,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240618,20240619,SZSE.002131,002131.SZ,利欧股份,5,0.9712502364289768,0.04926171550764333,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240619,20240620,SZSE.002607,002607.SZ,中公教育,1,0.9909228441754917,0.06775956108559669,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240619,20240620,SHSE.603939,603939.SH,益丰药房,2,0.9818456883509834,0.04657492480394059,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240619,20240620,SZSE.002131,002131.SZ,利欧股份,3,0.972768532526475,0.04964605605058675,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240619,20240620,SHSE.603688,603688.SH,石英股份,4,0.970499243570348,0.035010181943542364,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240619,20240620,SHSE.601162,601162.SH,天风证券,5,0.9629349470499243,0.03340425669708384,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240620,20240621,SZSE.002607,002607.SZ,中公教育,1,0.992624810892587,0.06960227542515317,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240620,20240621,SHSE.603233,603233.SH,大参林,2,0.9865733736762481,0.040057485220194526,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240620,20240621,SHSE.603688,603688.SH,石英股份,3,0.9795763993948563,0.035742712213812304,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240620,20240621,SZSE.002131,002131.SZ,利欧股份,4,0.9763615733736762,0.052890739222198675,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240620,20240621,SHSE.600606,600606.SH,绿地控股,5,0.9752269288956127,0.05239725753653207,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240621,20240624,SZSE.002607,002607.SZ,中公教育,1,0.99357034795764,0.07147058743298199,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240621,20240624,SHSE.688017,688017.SH,绿的谐波,2,0.9801437216338881,0.05957283769343437,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240621,20240624,SHSE.603939,603939.SH,益丰药房,3,0.9793872919818457,0.049686022872318776,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240621,20240624,SHSE.603233,603233.SH,大参林,4,0.9786308623298033,0.03962790140582383,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240621,20240624,SHSE.600606,600606.SH,绿地控股,5,0.9725794251134644,0.04930555484495133,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240624,20240625,SZSE.002607,002607.SZ,中公教育,1,0.9914917753828701,0.07393939686492373,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240624,20240625,SHSE.603939,603939.SH,益丰药房,2,0.9820381924749481,0.05190110363703258,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240624,20240625,SHSE.688017,688017.SH,绿的谐波,3,0.9810928341841558,0.061834836749157074,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240624,20240625,SHSE.603233,603233.SH,大参林,4,0.9801474758933636,0.0411777605939344,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240624,20240625,SHSE.603688,603688.SH,石英股份,5,0.9769332577046701,0.03418718978355566,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240625,20240626,SZSE.002607,002607.SZ,中公教育,1,0.9880772142316427,0.07394208239956067,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240625,20240626,SHSE.603688,603688.SH,石英股份,2,0.9823996971990916,0.03522468248009369,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240625,20240626,SHSE.603233,603233.SH,大参林,3,0.9816426949280848,0.04074997149997308,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240625,20240626,SHSE.603939,603939.SH,益丰药房,4,0.9759651778955337,0.05133952526270386,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240625,20240626,SZSE.002466,002466.SZ,天齐锂业,5,0.9746404239212718,0.03124981699142071,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240626,20240627,SZSE.002607,002607.SZ,中公教育,1,0.9952749952749953,0.07974683566650628,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240626,20240627,SHSE.600606,600606.SH,绿地控股,2,0.9846909846909847,0.04821428809365707,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240626,20240627,SHSE.603688,603688.SH,石英股份,3,0.9837459837459838,0.03515150947079171,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240626,20240627,SZSE.300450,300450.SZ,先导智能,4,0.9752409752409752,0.03150495761029011,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240626,20240627,SHSE.688017,688017.SH,绿的谐波,5,0.972972972972973,0.05930918619160675,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240627,20240628,SZSE.002607,002607.SZ,中公教育,1,0.9958404235205143,0.08355263645363216,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240627,20240628,SHSE.603688,603688.SH,石英股份,2,0.9846851956891662,0.035041378812730194,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240627,20240628,SHSE.603939,603939.SH,益丰药房,3,0.9799584042352052,0.0542798522892903,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240627,20240628,SHSE.603233,603233.SH,大参林,4,0.9784458309699376,0.0425600025765017,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240627,20240628,SHSE.688017,688017.SH,绿的谐波,5,0.9763660427301948,0.0609567954750252,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240628,20240701,SZSE.002607,002607.SZ,中公教育,1,0.995085995085995,0.08398693060708656,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240628,20240701,SHSE.603939,603939.SH,益丰药房,2,0.9879039879039879,0.05749507144497753,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240628,20240701,SHSE.603233,603233.SH,大参林,3,0.986958986958987,0.04446424070131809,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240628,20240701,SHSE.603688,603688.SH,石英股份,4,0.9858249858249858,0.03602290959900672,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240628,20240701,SHSE.603806,603806.SH,福斯特,5,0.97996597996598,0.03536055568047599,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240701,20240702,SZSE.002607,002607.SZ,中公教育,1,0.995273208546039,0.08300654130112223,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240701,20240702,SHSE.603806,603806.SH,福斯特,2,0.9869540555870675,0.036922438876107674,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240701,20240702,SHSE.603688,603688.SH,石英股份,3,0.9865759122707506,0.03565419332426158,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240701,20240702,SHSE.688017,688017.SH,绿的谐波,4,0.9843070523728493,0.058688241628534074,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240701,20240702,SHSE.688111,688111.SH,金山办公,5,0.9833616940820571,0.049231936753189404,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240702,20240703,SHSE.603806,603806.SH,福斯特,1,0.9960302457466919,0.03882910094418773,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240702,20240703,SZSE.002607,002607.SZ,中公教育,2,0.9941398865784499,0.07656250141193642,6,0.206,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240702,20240703,SHSE.688017,688017.SH,绿的谐波,3,0.9933837429111532,0.06172931502909985,6,0.2,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
20240702,20240703,SHSE.603688,603688.SH,石英股份,4,0.991304347826087,0.03734018995081422,6,0.194,D:/work/quant/quant_mcp/quant/main/config/prediction_manifests/executable_10d_open_return_l4_formal_20260617.json,stock_predict_data_model_agent_10d_topgate_fusion_20260622_executable_10d_open_return_research,??formal L4 10D??????????????????/ST/??/???????????????????
