case_name,target_pct,full_annual,full_sharpe,full_max_drawdown,full_avg_invested_pct,recent60_annual,recent60_sharpe,recent60_max_drawdown,late_min_annual,late_median_annual,signal_rows,signal_days,latest_signal_date,latest_buy_date
sl06_dd0612_pos50,0.5,1.7895130531556154,2.1357618729337102,0.2791037625357156,0.24338734081632643,0.22752911850775961,0.7795746157352961,0.15047499014983104,0.7849287122506595,0.8836883135720053,496,496,20260622,20260623
sl06_dd0612_pos56,0.56,2.2160743143978023,2.1604198959090986,0.3077383794510562,0.26803178979591835,0.2671781824054506,0.8277732982978537,0.1642496941321267,0.9359502209349505,1.024755525290411,496,496,20260622,20260623
sl06_dd0612_pos62,0.62,2.6761448878727516,2.128363219573832,0.3265100876087673,0.2946974734693877,0.34293258719085823,0.9745825263890121,0.1706221865999274,1.014249884478702,1.163102819817494,496,496,20260622,20260623
sl06_dd0612_pos68,0.68,3.2766655884112015,2.0889531821777925,0.33770052571487363,0.32137798163265296,0.3655150123612967,0.9372250879435454,0.18580708023965245,1.125855660745242,1.4913765405750599,496,496,20260622,20260623
sl06_dd0612_pos74,0.74,3.7377111134442624,2.0352182185596295,0.3622204146151181,0.34297252857142857,0.43446728183316025,1.0136392796672786,0.19355618083868606,1.5753937257948165,1.632757664525562,496,496,20260622,20260623
sl06_dd0612_pos80,0.8,3.618253871656827,1.9030929176771296,0.39056800737801695,0.36209021224489785,0.46924709145348487,1.0011815717997778,0.20694911678439445,1.579831327380124,1.6805483228547526,496,496,20260622,20260623
