anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,3.0509986963225404,3.1414864842143766,3.361535180111695,2.512828429660229,2.5382169744712924,0.2069139775285903
20251009,7,1.5850634735135234,1.6383497675626284,1.8060661571854664,2.232324223837044,2.2667462936387768,0.20678032613524608
20260105,7,1.5378103524580293,1.9487831897174333,2.383738185216855,2.3267250036472555,2.601127715213653,0.2068054606174873
