anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,3.009384021723444,3.023391834478015,3.24115260085725,2.4651971829701953,2.481564830386917,0.20903538418420442
20251009,7,1.4783455315191234,1.6482037149596134,1.8675200412188178,2.167292255524527,2.254933541521012,0.2090108419962743
20260105,7,1.5657462433962395,1.9744204856012209,2.420584645763437,2.3323469333404296,2.5927721883320993,0.20901245125653117
