tag,start,end,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_file,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points,anchor,offset,start_date,start_time
nearby_20250701_m3_20250626,2025-06-26 09:00:00,2026-06-23 15:30:00,0,3.140443920307241,3.1232360084151467,2.532477396463729,0.22199350250064132,0.6018518518518519,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_m3_20250626.log,0.43686468376068377,0.3974358974358974,1,234,20250701,-3,20250626,2025-06-26 09:00:00
nearby_20250701_m2_20250627,2025-06-27 09:00:00,2026-06-23 15:30:00,0,3.2930615430489927,3.2659952837910557,2.5619602838993907,0.22186126841155684,0.6018518518518519,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_m2_20250627.log,0.43475749356223153,0.3948497854077253,1,233,20250701,-2,20250627,2025-06-27 09:00:00
nearby_20250701_m1_20250630,2025-06-30 09:00:00,2026-06-23 15:30:00,0,3.151045658661831,3.0992476478345132,2.5391362896686838,0.22214722004933854,0.6018518518518519,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_m1_20250630.log,0.4369730086206895,0.39655172413793105,1,232,20250701,-1,20250630,2025-06-30 09:00:00
nearby_20250701_0_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,3.1708071736037025,3.1099971730140425,2.546823705153984,0.2220616046122825,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_0_20250701.log,0.43505653246753245,0.3939393939393939,1,231,20250701,0,20250701,2025-07-01 09:00:00
nearby_20250701_1_20250702,2025-07-02 09:00:00,2026-06-23 15:30:00,0,3.3326834486095764,3.259638331927723,2.5784331871306043,0.2218899001983017,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_1_20250702.log,0.43675913043478254,0.39565217391304347,1,230,20250701,1,20250702,2025-07-02 09:00:00
nearby_20250701_2_20250703,2025-07-03 09:00:00,2026-06-23 15:30:00,0,3.160519225460929,3.082588614422166,2.5529103730407128,0.2218258952073511,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_2_20250703.log,0.43490072052401757,0.3930131004366812,1,229,20250701,2,20250703,2025-07-03 09:00:00
nearby_20250701_3_20250704,2025-07-04 09:00:00,2026-06-23 15:30:00,0,3.158276873939907,3.071748740407307,2.55689256920698,0.2219227152079151,0.5943396226415094,107,106,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20250701_3_20250704.log,0.4330325701754388,0.39035087719298245,1,228,20250701,3,20250704,2025-07-04 09:00:00
nearby_20251009_m3_20250926,2025-09-26 09:00:00,2026-06-23 15:30:00,0,1.761106965253129,1.3075616098180767,2.378956512796146,0.22142969257509432,0.5769230769230769,79,78,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20251009_m3_20250926.log,0.4486989464285716,0.44047619047619047,1,168,20251009,-3,20250926,2025-09-26 09:00:00
nearby_20251009_m2_20250929,2025-09-29 09:00:00,2026-06-23 15:30:00,0,1.6588689847376379,1.2180188709854436,2.317075274302156,0.22176393630597357,0.5714285714285714,78,77,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20251009_m2_20250929.log,0.4517349461077844,0.4431137724550898,1,167,20251009,-2,20250929,2025-09-29 09:00:00
nearby_20251009_m1_20250930,2025-09-30 09:00:00,2026-06-23 15:30:00,0,1.7107040072591357,1.2513916984607925,2.3534072787709985,0.22140560397311387,0.5789473684210527,77,76,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0714_tp060_high_position_20260624\signals\dd0714_tp060_pos86.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\nearby_20251009_m1_20250930.log,0.448977108433735,0.4397590361445783,1,166,20251009,-1,20250930,2025-09-30 09:00:00
