variant,reason,full_annual,full_sharpe,full_max_drawdown,late_min_annual
base,原始信号,7.032804185830126,1.962893172026008,0.39935414913565426,1.7581068916311577
drop_top_1pct,去最高 1% 代理信号 5 条,6.420456518797022,1.9178560931281101,0.39935414913565426,1.7581068916311577
drop_top_day,去最高代理信号日 20240925,7.032804185830126,1.962893172026008,0.39935414913565426,1.7581068916311577
drop_top_month,去最高代理月份 202409,6.42826526427299,1.9480214105348959,0.3992939502839273,1.7581068916311577
drop_top_stock,去最高代理股票 300573.SZ,6.988514071370969,1.9587942187427023,0.3993182331665327,1.7581068916311577
