tag,start,end,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_file,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points,variant,start_name
stress_base_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,7.032804185830126,14.431699548456889,1.962893172026008,0.39935414913565426,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_base_full_20240605.log,0.39748648979591844,0.2795918367346939,1,490,base,full_20240605
stress_base_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,3.1708071736037025,3.1099971730140425,2.546823705153984,0.2220616046122825,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_base_late_20250701.log,0.43505653246753245,0.3939393939393939,1,231,base,late_20250701
stress_base_late_20251009,2025-10-09 09:00:00,2026-06-23 15:30:00,0,2.056733258673614,1.453800495172034,2.5071446262966925,0.22187657854038387,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_base_late_20251009.log,0.4465761454545453,0.43636363636363634,1,165,base,late_20251009
stress_base_late_20260105,2026-01-05 09:00:00,2026-06-23 15:30:00,0,1.7581068916311577,0.8188443056912242,2.459978927174339,0.2215752188214195,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_base_late_20260105.log,0.44164768571428586,0.4,1,105,base,late_20260105
stress_drop_top_stock_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,6.988514071370969,14.340813806731111,1.9587942187427023,0.3993182331665327,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_full_20240605.log,0.3955844204081632,0.27755102040816326,1,490,drop_top_stock,full_20240605
stress_drop_top_stock_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,3.1708071736037025,3.1099971730140425,2.546823705153984,0.2220616046122825,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_late_20250701.log,0.43505653246753245,0.3939393939393939,1,231,drop_top_stock,late_20250701
stress_drop_top_stock_late_20251009,2025-10-09 09:00:00,2026-06-23 15:30:00,0,2.056733258673614,1.453800495172034,2.5071446262966925,0.22187657854038387,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_late_20251009.log,0.4465761454545453,0.43636363636363634,1,165,drop_top_stock,late_20251009
stress_drop_top_stock_late_20260105,2026-01-05 09:00:00,2026-06-23 15:30:00,0,1.7581068916311577,0.8188443056912242,2.459978927174339,0.2215752188214195,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_late_20260105.log,0.44164768571428586,0.4,1,105,drop_top_stock,late_20260105
stress_drop_top_day_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,7.032804185830126,14.431699548456889,1.962893172026008,0.39935414913565426,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_day.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_day_full_20240605.log,0.39748648979591844,0.2795918367346939,1,490,drop_top_day,full_20240605
stress_drop_top_day_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,3.1708071736037025,3.1099971730140425,2.546823705153984,0.2220616046122825,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_day.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_day_late_20250701.log,0.43505653246753245,0.3939393939393939,1,231,drop_top_day,late_20250701
stress_drop_top_day_late_20251009,2025-10-09 09:00:00,2026-06-23 15:30:00,0,2.056733258673614,1.453800495172034,2.5071446262966925,0.22187657854038387,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_day.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_day_late_20251009.log,0.4465761454545453,0.43636363636363634,1,165,drop_top_day,late_20251009
stress_drop_top_day_late_20260105,2026-01-05 09:00:00,2026-06-23 15:30:00,0,1.7581068916311577,0.8188443056912242,2.459978927174339,0.2215752188214195,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_day.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_day_late_20260105.log,0.44164768571428586,0.4,1,105,drop_top_day,late_20260105
stress_drop_top_month_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,6.42826526427299,13.191152556001287,1.9480214105348959,0.3992939502839273,0.5829145728643216,200,199,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_month.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_month_full_20240605.log,0.39563387142857115,0.2836734693877551,1,490,drop_top_month,full_20240605
stress_drop_top_month_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,3.1708071736037025,3.1099971730140425,2.546823705153984,0.2220616046122825,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_month.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_month_late_20250701.log,0.43505653246753245,0.3939393939393939,1,231,drop_top_month,late_20250701
stress_drop_top_month_late_20251009,2025-10-09 09:00:00,2026-06-23 15:30:00,0,2.056733258673614,1.453800495172034,2.5071446262966925,0.22187657854038387,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_month.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_month_late_20251009.log,0.4465761454545453,0.43636363636363634,1,165,drop_top_month,late_20251009
stress_drop_top_month_late_20260105,2026-01-05 09:00:00,2026-06-23 15:30:00,0,1.7581068916311577,0.8188443056912242,2.459978927174339,0.2215752188214195,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_month.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_month_late_20260105.log,0.44164768571428586,0.4,1,105,drop_top_month,late_20260105
stress_drop_top_1pct_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,6.420456518797022,13.175128582408137,1.9178560931281101,0.39935414913565426,0.5812807881773399,204,203,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_1pct.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_1pct_full_20240605.log,0.3951856285714286,0.2795918367346939,1,490,drop_top_1pct,full_20240605
stress_drop_top_1pct_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,2.668043065134151,2.616875115939797,2.451182267340066,0.22179478637298672,0.5925925925925926,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\signals\drop_top_1pct.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0714_pos86_tp060_validation_20260624\logs\stress_drop_top_1pct_late_20250701.log,0.4269295194805193,0.3852813852813853,1,231,drop_top_1pct,late_20250701
