anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,3.140443920307241,3.160519225460929,3.3326834486095764,2.532477396463729,2.5529103730407128,0.22214722004933854
20251009,7,1.6588689847376379,1.8402746330172814,2.056733258673614,2.317075274302156,2.401748319746387,0.2221263617925604
20260105,7,1.6262920732889268,2.0256518601311124,2.54335405986349,2.381439359682154,2.6323226953687024,0.2219940439250342
