anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,3.2734738530526957,3.2974544034146738,3.480212820120876,2.516943420374293,2.5383473931376934,0.2171394019018664
20251009,7,1.630139313641037,1.6873571917821262,1.9043210143806077,2.2156060249619918,2.25132404311727,0.21713602356881392
20260105,7,1.5710593061418672,1.9891864741775829,2.4390594857194023,2.3005598816896473,2.570419784594422,0.21708633371048813
