variant,reason,full_annual,full_sharpe,full_max_drawdown,late_min_annual
base,原始信号,7.459076807493107,1.9693988577905104,0.39254303902668514,1.7075672317942099
drop_top_1pct,去最高 1% 代理信号 5 条,6.496099279407651,1.9193359590390573,0.39254303902668514,1.7075672317942099
drop_top_day,去最高代理信号日 20240925,7.459076807493107,1.9693988577905104,0.39254303902668514,1.7075672317942099
drop_top_month,去最高代理月份 202409,6.960921840939205,1.9599549459502421,0.3925614729892506,1.7075672317942099
drop_top_stock,去最高代理股票 300573.SZ,7.429661703904211,1.9690667349086175,0.39261705176878386,1.7075672317942099
