anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,3.019987130820765,3.165588205545827,3.3819104956639805,2.5011435074859754,2.5452476047520056,0.2069138031432403
20251009,7,1.60449187886298,1.6549855148304737,1.824660323516139,2.246073859327077,2.2767624712280363,0.20686642562830423
20260105,7,1.5378103524580293,1.9487831897174333,2.383738185216855,2.3267250036472555,2.601127715213653,0.2068054606174873
