variant,reason,full_annual,full_sharpe,full_max_drawdown,late_min_annual
base,原始信号,5.299281122957543,1.9317993712723291,0.3764209742104891,1.6137766253651975
drop_top_1pct,去最高 1% 代理信号 5 条,4.7314375295207975,1.8808581314349537,0.3764209742104891,1.6137766253651975
drop_top_day,去最高代理信号日 20240925,5.299281122957543,1.9317993712723291,0.3764209742104891,1.6137766253651975
drop_top_month,去最高代理月份 202409,4.957218793261961,1.9172146173976081,0.3764109185186918,1.6137766253651975
drop_top_stock,去最高代理股票 300573.SZ,5.279086646665274,1.9313616171271644,0.37640775202968324,1.6137766253651975
