case_name,target_pct,start_name,start,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points
dd0714_tp060_pos84,0.84,full_20240605,2024-06-05 09:00:00,0,4.349893217790779,8.926219233219982,1.927735322016096,0.3618369394067878,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos84_full_20240605.log,0.3466091285714288,0.24081632653061225,1,490
dd0714_tp060_pos84,0.84,recent60_20260324,2026-03-24 09:00:00,0,0.5100306547841207,0.12855567189079206,1.126835661430797,0.19055246751058819,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos84_recent60_20260324.log,0.41099747272727266,0.36363636363636365,1,55
dd0714_tp060_pos84,0.84,late_20250701,2025-07-01 09:00:00,0,2.513888489297976,2.4656769292292475,2.497301511008351,0.19116612100938338,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos84_late_20250701.log,0.3936988311688312,0.3463203463203463,1,231
dd0714_tp060_pos84,0.84,late_20251009,2025-10-09 09:00:00,0,1.732789486852097,1.2248210619392905,2.486236182047173,0.19095017669551917,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos84_late_20251009.log,0.4035403030303031,0.37575757575757573,1,165
dd0714_tp060_pos84,0.84,late_20260105,2026-01-05 09:00:00,0,1.3174292787030715,0.6135971983000607,2.0915617586665007,0.1911831135520878,0.5957446808510638,48,47,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos84_late_20260105.log,0.40386521904761896,0.38095238095238093,1,105
dd0714_tp060_pos86,0.86,full_20240605,2024-06-05 09:00:00,0,4.558365195146958,9.35401515387691,1.9124285440529118,0.3689226441618959,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos86_full_20240605.log,0.35524029183673456,0.23877551020408164,1,490
dd0714_tp060_pos86,0.86,recent60_20260324,2026-03-24 09:00:00,0,0.5565653243136334,0.14028495845713498,1.1822989564213118,0.1877438925704331,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos86_recent60_20260324.log,0.42871841818181833,0.34545454545454546,1,55
dd0714_tp060_pos86,0.86,late_20250701,2025-07-01 09:00:00,0,2.634733710999099,2.5842045713361026,2.5140123795158984,0.18768521518041464,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos86_late_20250701.log,0.40494919913419924,0.341991341991342,1,231
dd0714_tp060_pos86,0.86,late_20251009,2025-10-09 09:00:00,0,1.8114845518028804,1.2804466146990223,2.490417047918194,0.18794184267008865,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos86_late_20251009.log,0.41551829696969705,0.3696969696969697,1,165
dd0714_tp060_pos86,0.86,late_20260105,2026-01-05 09:00:00,0,1.6738154839399872,0.7795852938898571,2.551454992720651,0.18773847831912813,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_dd0509_tp060_high_position_20260624\logs\dd0714_tp060_pos86_late_20260105.log,0.41725420952380965,0.37142857142857144,1,105
