signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,entry_score,pred_1d,pred_3d,pred_5d,pred_10d,rank_1d,rank_3d,rank_5d,rank_10d,amount,turnover_rate,total_mv,atr_qfq,target_pct,holding_days,max_holding_days,score_exit_entry_ratio,min_holding_days_before_score_exit,filter_name,entry_weight_name,dynamic_hold_name,score_continue_entry_ratio,exit_score_basis,execution_variant,signal_stop_loss_pct,strategy_variant,signal_take_profit_pct
20260622,20260623,SHSE.688059,688059.SH,华锐精密,1,1.0,1.0,1.0,1.0,1.003,1.0,1.0,1.0,1.0,1.0,1195045.984,5.9525,2116720.556,13.163,0.86000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.06000,dynamic_h2_m3_dd0714_tp060_pos0.86,0.06000
