variant,reason,full_annual,full_sharpe,full_max_drawdown,late_min_annual
base,原始信号,6.2106220041486875,1.9259058942150682,0.3690872299196546,1.6728645483294133
drop_top_1pct,去最高 1% 代理信号 5 条,5.520459803926527,1.8749858066012939,0.3690872299196546,1.6728645483294133
drop_top_day,去最高代理信号日 20240925,6.2106220041486875,1.9259058942150682,0.3690872299196546,1.6728645483294133
drop_top_month,去最高代理月份 202409,5.786804815663379,1.913015539480376,0.36910795967039106,1.6728645483294133
drop_top_stock,去最高代理股票 300573.SZ,6.184163150904675,1.924963897031993,0.3691372375832861,1.6728645483294133
