signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,entry_score,pred_3d,pred_5d,pred_10d,rank_3d,rank_5d,rank_10d,amount,turnover_rate,total_mv,atr_qfq,target_pct,holding_days,max_holding_days,score_exit_entry_ratio,min_holding_days_before_score_exit,score_continue_entry_ratio,signal_stop_loss_pct,signal_take_profit_pct,strategy_variant,filter_name,entry_weight_name,dynamic_hold_name,buy_day_market_available,buy_day_hard_gate_complete,buy_day_st_rejected,buy_day_open_limit_up_rejected,latest_market_date
20260624,20260625,SHSE.688059,688059.SH,华锐精密,1,0.9992923244420251,0.9992923244420251,0.9992743105950653,0.9982830188679245,0.9998185776487664,1.0,0.9952821629468336,0.9998185447287243,774715.906,3.9773,2073026.3244,13.352,0.89750,2,3,0.97000,1,0.97500,0.06000,0.07000,prod_dynamic_top1_amt9p5w_dd08_115_v20260625,amt9p5w_mv20w_no_bj_st_delist,w78_5d12_3d10,h2_m3_c0975,True,True,False,False,20260625
