anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,2.8405136037369894,2.8572919356293225,3.1303599210240742,2.4215894479218587,2.438974773671069,0.2089979498051679
20251009,7,1.4561621165590841,1.6283059156295063,1.8497955486479891,2.147909306550576,2.241343774804873,0.20889922639336225
20260105,7,1.560320580622139,1.9681412204693427,2.420584645763437,2.3240272046626873,2.584235194926267,0.20901245125653117
