signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,pred_5d,pred_10d,rank_5d,rank_10d,amount,turnover_rate,total_mv,atr_qfq,close,target_pct,holding_days,max_holding_days,raw_target_pct,signal_day_st_l2_status,signal_day_limit_filter_status,buy_day_realtime_check_status,buy_day_open_limit_up_check,buy_day_st_check,buy_day_suspension_check
20260622,20260623,SHSE.688059,688059.SH,华锐精密,1,1.0081999637023595,1.0009998185117968,1.01,1.0009998185117968,1.01,1195045.984,5.9525,2116720.556,13.163,211.7,0.26400,5,5,0.24000,passed,passed,pending_trading_agent_open_check,pending,pending,pending
20260622,20260623,SHSE.688257,688257.SH,新锐股份,2,1.008017059891107,1.0008185117967332,1.0098166969147004,1.0008185117967332,1.0098166969147004,2723176.884,6.8697,3962044.424,7.66426,111.8,0.24200,5,5,0.22000,passed,passed,pending_trading_agent_open_check,pending,pending,pending
20260622,20260623,SHSE.688322,688322.SH,奥比中光,3,1.0078336842105262,1.0006348457350271,1.009633393829401,1.0006348457350271,1.009633393829401,3649569.835,8.7311,5136250.3368,11.728,128.04,0.20900,5,5,0.19000,passed,passed,pending_trading_agent_open_check,pending,pending,pending
20260622,20260623,SZSE.300959,300959.SZ,线上线下,4,1.0076501270417422,1.0004502722323048,1.0094500907441015,1.0004502722323048,1.0094500907441015,536956.05809,6.4855,1275356.6182,18.4525,158.69,0.17600,5,5,0.16000,passed,passed,pending_trading_agent_open_check,pending,pending,pending
20260622,20260623,SZSE.300964,300964.SZ,本川智能,5,1.0074665335753177,1.0002655172413792,1.0092667876588022,1.0002655172413792,1.0092667876588022,601481.2148,9.6062,854190.0053,10.2595,111.91,0.15400,5,5,0.14000,passed,passed,pending_trading_agent_open_check,pending,pending,pending
