signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,entry_score,pred_1d,pred_3d,pred_5d,pred_10d,rank_1d,rank_3d,rank_5d,rank_10d,amount,turnover_rate,total_mv,atr_qfq,target_pct,holding_days,max_holding_days,score_exit_entry_ratio,min_holding_days_before_score_exit,filter_name,entry_weight_name,dynamic_hold_name,score_continue_entry_ratio,exit_score_basis,execution_variant,signal_stop_loss_pct,strategy_variant,signal_take_profit_pct,proxy_weighted_contribution
20240619,20240620,SZSE.002368,002368.SZ,太极股份,1,0.9999999642248569,0.9998335540003783,1.0,0.9998335854765507,1.0,0.9998108925869894,1.0,0.9998108568186117,1.0,0.9998108568186117,154424.734,1.1128,1390428.9991,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.044028713147878415
20240620,20240621,SZSE.002368,002368.SZ,太极股份,1,0.9999999642248569,0.9998335540003783,1.0,0.9998335854765507,1.0,0.9998108925869894,1.0,0.9998108568186117,1.0,0.9998108568186117,164714.831,1.2041,1362383.5912,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.06258034894398533
20240621,20240624,SHSE.600567,600567.SH,山鹰国际,1,1.0,0.9999773028182334,0.99357034795764,0.9999773071104388,0.9998108925869894,1.0,0.9935691318327974,1.0,0.9998108568186117,1.0,193820.665,3.1825,594586.1196,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.013055555555555718
20240624,20240625,SZSE.002368,002368.SZ,太极股份,1,0.9999998569535454,0.9996671709531013,0.9964076384949896,0.9996672338816411,1.0,0.9996218566836831,0.9964069591527988,0.9996217851739788,1.0,0.9996217851739788,172161.446,1.2874,1319380.6325,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.04131017754296862
20240625,20240626,SZSE.002368,002368.SZ,太极股份,1,0.999999677535962,0.9994927124739731,0.9998107494322483,0.9994549583648751,0.9996214988644966,0.9994322482967449,0.9998107136096914,0.9998107136096914,0.999621427219383,0.9994321408290744,145868.286,1.1365,1275131.2112,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.10033448106246926
20240626,20240627,SZSE.002368,002368.SZ,太极股份,1,1.0,0.9997958412098299,0.9954639954639954,0.9997958797958798,0.9982989982989983,1.0,0.9954631379962193,1.0,0.9982986767485822,1.0,227502.483,1.7268,1359267.4348,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.028537258509659637
20240627,20240628,SZSE.002368,002368.SZ,太极股份,1,1.0,1.0,0.9943278502552467,1.0,1.0,1.0,0.9943267776096822,1.0,1.0,1.0,270382.913,1.9907,1377341.1421,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.013179556761646566
20240628,20240701,SZSE.002368,002368.SZ,太极股份,1,0.9999999642654221,0.999788279773157,0.9948969948969949,0.9997883197883198,0.9996219996219996,0.9998109998109999,0.9948960302457467,0.9998109640831758,0.9996219281663516,0.9998109640831758,385436.102,2.7631,1405386.5499,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.03425777777777773
20240701,20240702,SZSE.002368,002368.SZ,太极股份,1,1.0,1.0,0.9943278502552467,1.0,1.0,1.0,0.9943267776096822,1.0,1.0,1.0,178643.773,1.3041,1391675.4616,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.02853571428571418
20240702,20240703,SZSE.300619,300619.SZ,金银河,1,0.9999982483434959,0.9987672527888068,0.7449905482041588,0.9987674858223062,0.9994328922495274,0.9986767485822307,0.7430516165626773,0.9986764983928909,0.9994327850255247,0.9986764983928909,122818.763,5.5196,265416.4019,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.028886649874055547
20240703,20240704,SZSE.002373,002373.SZ,千方科技,1,0.9999896727070015,0.9968241965973536,0.8473823473823474,0.9967869967869968,0.9967869967869968,0.9967869967869968,0.7578449905482042,0.997164461247637,0.9967863894139887,0.9967863894139887,374583.055,3.0563,1381084.4999,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.08659267480577132
20240704,20240705,SZSE.301315,301315.SZ,威士顿,1,0.9999956777503555,0.9980268380268381,0.9947089947089947,0.997989417989418,0.99848828420257,0.9979213907785336,0.9947079947079948,0.9982989982989983,0.9984879984879985,0.997920997920998,103038.423,9.3001,258896.0,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.008321416411304109
20240705,20240708,SZSE.002373,002373.SZ,千方科技,1,0.9999919627589255,0.9974447174447175,0.9943310657596371,0.9973696145124716,0.9988662131519275,0.9971655328798186,0.9943299943299944,0.997920997920998,0.9988659988659989,0.9971649971649972,813232.786,6.5539,1407947.6996,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.013870601589103004
20240708,20240709,SZSE.002373,002373.SZ,千方科技,1,0.9999842291283779,0.996161119515885,0.9979202117602571,0.9961429381735678,0.9969748534694649,0.9960294951786727,0.9979198184568835,0.9962178517397882,0.9969742813918305,0.9960287443267776,583987.838,5.0498,1291013.7717,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.0999755501222495
20240709,20240710,SZSE.002459,002459.SZ,晶澳科技,1,0.9999929960227415,0.9974820415879018,0.7428652428652429,0.9974447174447174,0.9981099981099981,0.9973539973539973,0.7285444234404537,0.9977315689981097,0.998109640831758,0.9973534971644612,654207.648,2.0139999389648438,3269953.8948,0.4809400141239166,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.054673439051697484
20240710,20240711,SHSE.605266,605266.SH,健之佳,1,0.999999428678837,0.9993083900226758,0.9351029661817495,0.9992896278103155,0.9996221424522955,0.9992442849045909,0.9349962207105065,0.9994331065759637,0.9996220710506425,0.999244142101285,165048.891,5.4378,339804.8144,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.04142662426169944
20240711,20240712,SHSE.603939,603939.SH,益丰药房,1,0.9999720052630106,0.9951965230536658,0.8582089552238806,0.9950273946722086,0.9973549971660683,0.9947099943321368,0.7694633408919124,0.9964096749811036,0.9973544973544973,0.9947089947089947,251532.457,0.8885999917984009,2834714.9737,1.144569993019104,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.04223367737700967
20240712,20240715,SHSE.603939,603939.SH,益丰药房,1,0.9999857169709238,0.9965873015873017,0.8485735877574154,0.9964934819573021,0.998488569809182,0.9962214245229548,0.7602040816326531,0.9971655328798186,0.99848828420257,0.9962207105064248,206271.923,0.7439000010490417,2764392.7032,1.0647399425506592,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.00989914737585993
20240715,20240716,SHSE.688017,688017.SH,绿的谐波,1,0.9999871144365463,0.9966710750047231,0.8468077068379297,0.9966150358896864,0.9981110691348697,0.9964110313562523,0.7577933119214056,0.9969771396183639,0.9981107122614774,0.996410353296807,197684.614,1.6371999979019165,1196054.3433,3.3630599975585938,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.006233864240274522
20240716,20240717,SHSE.600869,600869.SH,远东股份,1,0.9999842589100191,0.9962289816739089,0.9922553834529656,0.9961919153758972,0.9973554967888175,0.9960332451832263,0.9922539202720574,0.996410353296807,0.9973549971660683,0.9960324957491026,122248.837,2.0208,594786.5359,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.061304347826086805
20240717,20240718,SHSE.605266,605266.SH,健之佳,1,0.9999977138514277,0.9985749385749386,0.9890400604686319,0.9985563114134544,0.9990551776266062,0.99848828420257,0.989037989037989,0.9986769986769987,0.9990549990549991,0.9984879984879985,103903.135,3.4384,337923.9759,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.008384976525821446
20240718,20240719,SHSE.688331,688331.SH,荣昌生物,1,0.9999857115714231,0.9965564165564166,0.9616402116402116,0.9964247921390779,0.9979213907785336,0.9962207105064248,0.9614439614439615,0.9975429975429976,0.997920997920998,0.9962199962199962,110065.693,2.3694,1553523.7649,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.06984722222222228
20240719,20240722,SHSE.600246,600246.SH,万通发展,1,0.9999857061688602,0.996476370510397,0.9359289359289359,0.9964014364014364,0.9977319977319977,0.9962199962199962,0.9332703213610586,0.9969754253308128,0.9977315689981097,0.996219281663516,218908.383,1.899,1138769.8642,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.08590509666080823
20240722,20240723,SZSE.002373,002373.SZ,千方科技,1,0.9999999642789286,0.9997202797202798,0.9998110355253212,0.9997203325774755,0.9990551776266062,0.9998110355253212,0.9998109998109999,0.9998109998109999,0.9990549990549991,0.9998109998109999,272051.104,2.2398,1390565.6292,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.06230857142857142
20240723,20240724,SZSE.301552,301552.SZ,科力装备,1,1.0,0.9998865998865999,0.981103552532124,0.9998866213151928,0.9990551776266062,1.0,0.9673029673029673,1.0,0.9990549990549991,1.0,751922.427,76.6145,470560.0,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.11500963391136801
20240724,20240725,SZSE.002373,002373.SZ,千方科技,1,1.0,0.9997996597996599,0.996031746031746,0.9998185941043084,0.99848828420257,1.0,0.996030996030996,0.9998109998109999,0.9984879984879985,1.0,447155.707,3.8792,1300494.9009,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.061354679802956134
20240725,20240726,SHSE.600785,600785.SH,新华百货,1,0.9999994282467544,0.9992665406427221,0.9843129843129843,0.9992666792666792,0.9994329994329995,0.9992439992439992,0.9843100189035917,0.9992438563327032,0.9994328922495274,0.9992438563327032,229237.052,10.2084,221795.5482,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.01822448979591848
20240726,20240729,SHSE.600785,600785.SH,新华百货,1,0.9999998572236737,0.9996448139051578,0.9828107291273139,0.9996448809973555,0.999811106913487,0.9996222138269739,0.9828074815794445,0.9996221424522955,0.9998110712261478,0.9996221424522955,171276.925,7.7472,218185.4478,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.08220164609053499
20240729,20240730,SHSE.600057,600057.SH,厦门象屿,1,0.9999996786318458,0.9994557823129251,0.9937653504628755,0.9994558851313055,0.9996221424522955,0.9994332136784432,0.9937641723356009,0.9994331065759637,0.9996220710506425,0.9994331065759637,372502.017,3.3232,1133934.6174,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.03760000000000024
20240730,20240731,SHSE.600785,600785.SH,新华百货,1,0.9999971087793913,0.998409219724164,0.9931998488855308,0.9983906309029089,0.9990555345674348,0.9982999622213827,0.9931985641413187,0.998488569809182,0.9990553561307387,0.9982996410353296,103279.694,4.6232,224277.4923,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.033873873873873736
20240731,20240801,SHSE.600060,600060.SH,海信视像,1,0.9999971087793913,0.9983449839410543,0.9992444276539478,0.9983452965621459,0.9986777483944088,0.9982999622213827,0.9992442849045909,0.9982996410353296,0.9986774985830342,0.9982996410353296,430018.182,1.9163000583648682,2319697.6747,0.7637900114059448,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.04551804973604808
20240801,20240802,SZSE.301096,301096.SZ,百诚医药,1,0.9999996786318458,0.9994557823129251,0.9947099943321368,0.9994558851313055,0.9996221424522955,0.9994332136784432,0.9947089947089947,0.9994331065759637,0.9996220710506425,0.9994331065759637,141818.176,4.8376,458661.7115,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.06475059382422803
20240802,20240805,SZSE.300796,300796.SZ,贝斯美,1,0.9999977164417195,0.9985077446165471,0.9884796978281397,0.9984891406987725,0.9984891406987725,0.9984891406987725,0.988477521722705,0.9986777483944088,0.9984888553078958,0.9984888553078958,167942.139,4.3231,381366.8728,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.029203883495145595
20240805,20240806,SZSE.300796,300796.SZ,贝斯美,1,1.0,1.0,0.9355996222851747,1.0,1.0,1.0,0.9318095957687949,1.0,1.0,1.0,165797.039,4.5608,351030.8716,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.01749741468459144
20240806,20240807,SZSE.300796,300796.SZ,贝斯美,1,1.0,1.0,0.9909382669435529,1.0,1.0,1.0,0.9909365558912386,1.0,1.0,1.0,312728.799,9.4278,327917.7278,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.05804983748645727
20240807,20240808,SZSE.300796,300796.SZ,贝斯美,1,1.0,1.0,0.9335472909193884,1.0,1.0,1.0,0.933345921450151,1.0,1.0,1.0,289839.19,8.4089,352114.3002,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.01601202404809626
20240808,20240809,SZSE.300796,300796.SZ,贝斯美,1,0.9999999643598064,0.9998527468378328,0.9404492261230654,0.999833899584749,1.0,0.9998112495281238,0.9403435907117236,1.0,1.0,0.9998112138946573,183856.841,5.2834,341280.014,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.062402528977871304
20240809,20240812,SZSE.300796,300796.SZ,贝斯美,1,0.9999998574392257,0.9996639607324902,0.9973574933937335,0.9996451491128728,0.9998112495281238,0.9996224990562477,0.997356994525203,0.9998112138946573,0.9998112138946573,0.9996224277893148,170882.942,4.8304,353558.8717,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.009591836734693783
20240812,20240813,SZSE.301487,301487.SZ,盟固利,1,0.9999998574392257,0.9996639607324902,0.9928274820687052,0.9996451491128728,0.9998112495281238,0.9996224990562477,0.9928261279969794,0.9998112138946573,0.9998112138946573,0.9996224277893148,580366.283,14.4242,673797.6981,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.009157967988865758
20240813,20240814,SZSE.301487,301487.SZ,盟固利,1,0.9999999643598064,0.9998112138946573,0.9939599848999623,0.9998112495281238,0.9998112495281238,0.9998112495281238,0.9939588446290353,0.9998112138946573,0.9998112138946573,0.9998112138946573,375426.22,9.346,688965.0406,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.03874324324324332
20240814,20240815,SZSE.301487,301487.SZ,盟固利,1,1.0,1.0,0.9984902811851293,1.0,1.0,1.0,0.9984899962249906,1.0,1.0,1.0,220184.638,5.4483,677934.2461,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.051156462585033965
20240815,20240816,SZSE.301487,301487.SZ,盟固利,1,1.0,1.0,0.999811320754717,1.0,1.0,1.0,0.9998112851481411,1.0,1.0,1.0,241614.825,6.0534,670120.7666,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,-0.04081323225361824
20240816,20240819,SZSE.301487,301487.SZ,盟固利,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198012.328,5.057,653114.9584,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.04173361522198737
20240819,20240820,SZSE.301487,301487.SZ,盟固利,1,0.9999999643867047,0.9998112851481411,0.9916981132075472,0.999811320754717,0.999811320754717,0.999811320754717,0.9916965465182109,0.9998112851481411,0.9998112851481411,0.9998112851481411,162594.79,4.2328,640245.6981,nan,0.94000,2,3,0.97000,1,liq_amt10w_mv20w,w78_5d12_3d10,h2_m3_c098,0.98000,10d_core_score_table,force_sell_mkt,0.07000,dynamic_h2_m3_dd0509_pos94_sl0.07_tp0.07,0.07000,0.24751079136690654
