case_name,stop_loss,take_profit,start_name,start,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points
pos94_sl07_tp05,0.07,0.05,recent60_20260324,2026-03-24 09:00:00,0,0.5582670723794133,0.14071389221618089,1.122179751864926,0.19731717639601587,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp05_recent60_20260324.log,0.44978805454545456,0.32727272727272727,1,55
pos94_sl07_tp05,0.07,0.05,late_20250701,2025-07-01 09:00:00,0,2.832009926837499,2.77769740769267,2.397662008312863,0.19838075130147836,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp05_late_20250701.log,0.4343654675324674,0.329004329004329,1,231
pos94_sl07_tp05,0.07,0.05,late_20251009,2025-10-09 09:00:00,0,1.8487805177596432,1.306809242690378,2.349820317570796,0.19817780455490416,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp05_late_20251009.log,0.4431907272727272,0.3515151515151515,1,165
pos94_sl07_tp05,0.07,0.05,late_20260105,2026-01-05 09:00:00,0,1.7064271196485048,0.794774274904783,2.412577153848996,0.1977876934372985,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp05_late_20260105.log,0.4410814952380951,0.3523809523809524,1,105
pos94_sl07_tp06,0.07,0.06,full_20240605,2024-06-05 09:00:00,0,4.888788697650305,10.032062286411175,1.8454735857476925,0.3965911706056802,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp06_full_20240605.log,0.38331206938775514,0.23265306122448978,1,490
pos94_sl07_tp06,0.07,0.06,recent60_20260324,2026-03-24 09:00:00,0,0.5582670723794133,0.14071389221618089,1.122179751864926,0.19731717639601587,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp06_recent60_20260324.log,0.44978805454545456,0.32727272727272727,1,55
pos94_sl07_tp06,0.07,0.06,late_20250701,2025-07-01 09:00:00,0,2.9266290778524127,2.8705019448525033,2.428686243670688,0.19820979364966468,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp06_late_20250701.log,0.4342022251082251,0.329004329004329,1,231
pos94_sl07_tp06,0.07,0.06,late_20251009,2025-10-09 09:00:00,0,1.9817926910940302,1.4008288063075611,2.4487792548661775,0.1982995666968632,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp06_late_20251009.log,0.44484576363636363,0.3515151515151515,1,165
pos94_sl07_tp06,0.07,0.06,late_20260105,2026-01-05 09:00:00,0,1.7064271196485048,0.794774274904783,2.412577153848996,0.1977876934372985,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp06_late_20260105.log,0.4410814952380951,0.3523809523809524,1,105
pos94_sl07_tp07,0.07,0.07,full_20240605,2024-06-05 09:00:00,0,5.054102253982817,10.371294762282549,1.8770238311954652,0.39660716064977325,0.5891089108910891,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp07_full_20240605.log,0.38578017755102073,0.23469387755102042,1,490
pos94_sl07_tp07,0.07,0.07,recent60_20260324,2026-03-24 09:00:00,0,0.5582670723794133,0.14071389221618089,1.122179751864926,0.19731717639601587,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp07_recent60_20260324.log,0.44978805454545456,0.32727272727272727,1,55
pos94_sl07_tp07,0.07,0.07,late_20250701,2025-07-01 09:00:00,0,2.9138980144809405,2.8580150388607577,2.4246976410566354,0.19827825168518995,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp07_late_20250701.log,0.43303738095238103,0.3246753246753247,1,231
pos94_sl07_tp07,0.07,0.07,late_20251009,2025-10-09 09:00:00,0,1.9750731228719403,1.3960790841122208,2.445762376445072,0.1983619821100199,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp07_late_20251009.log,0.4433099393939394,0.34545454545454546,1,165
pos94_sl07_tp07,0.07,0.07,late_20260105,2026-01-05 09:00:00,0,1.7064271196485048,0.794774274904783,2.412577153848996,0.1977876934372985,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos94_dd0509_exit_risk_20260624\logs\pos94_sl07_tp07_late_20260105.log,0.4410814952380951,0.3523809523809524,1,105
