case_name,stop_loss,take_profit,full_annual,full_sharpe,full_max_drawdown,full_avg_invested_pct,recent60_annual,recent60_sharpe,recent60_max_drawdown,late_min_annual,late_median_annual,signal_rows,signal_days,latest_signal_date,latest_buy_date
pos94_sl07_tp07,0.07,0.07,5.054102253982817,1.8770238311954652,0.39660716064977325,0.38578017755102073,0.5582670723794133,1.122179751864926,0.19731717639601587,1.7064271196485048,1.9750731228719403,496,496,20260622,20260623
pos94_sl07_tp06,0.07,0.06,4.888788697650305,1.8454735857476925,0.3965911706056802,0.38331206938775514,0.5582670723794133,1.122179751864926,0.19731717639601587,1.7064271196485048,1.9817926910940302,496,496,20260622,20260623
pos94_sl05_tp06,0.05,0.06,4.874344746925195,1.8434925761177092,0.3965911706056802,0.38407592040816313,0.5620201852636947,1.1288947867572432,0.1973150147702776,1.7093962921228216,1.983423259556542,496,496,20260622,20260623
pos94_sl06_tp06,0.06,0.06,4.8712844383785665,1.8425187985584124,0.3965911706056802,0.384073957142857,0.5582670723794133,1.122179751864926,0.19731717639601587,1.7064271196485048,1.9817926910940302,496,496,20260622,20260623
pos94_sl05_tp07,0.05,0.07,4.639838647016855,1.840041155963491,0.39660716064977325,0.38437019387755084,0.5620201852636947,1.1288947867572432,0.1973150147702776,1.7093962921228216,1.9768074340239423,496,496,20260622,20260623
pos94_sl06_tp07,0.06,0.07,4.637244129104923,1.8390871887788192,0.39660716064977325,0.3843782061224487,0.5582670723794133,1.122179751864926,0.19731717639601587,1.7064271196485048,1.9750731228719403,496,496,20260622,20260623
pos94_sl07_tp05,0.07,0.05,4.443344716414013,1.7864551828170456,0.3967227960267174,0.37826880612244884,0.5582670723794133,1.122179751864926,0.19731717639601587,1.7064271196485048,1.8487805177596432,496,496,20260622,20260623
pos94_sl06_tp05,0.06,0.05,4.159382914550857,1.7773639774939283,0.39662205904770625,0.37674004693877555,0.5582670723794133,1.122179751864926,0.19731717639601587,1.7064271196485048,1.8487805177596432,496,496,20260622,20260623
pos94_sl05_tp05,0.05,0.05,3.504000046319021,1.7455821528257482,0.3966483717088702,0.3756437408163267,0.5620201852636947,1.1288947867572432,0.1973150147702776,1.7093962921228216,1.8506997442530004,496,496,20260622,20260623
