tag,start,end,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_file,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points,anchor,offset,start_date,start_time
nearby_20250701_m3_20250626,2025-06-26 09:00:00,2026-06-23 15:30:00,0,2.6111543031530813,2.5968466083412833,2.4990976381056895,0.18807984808599224,0.6018518518518519,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_m3_20250626.log,0.4072660811965813,0.34615384615384615,1,234,20250701,-3,20250626,2025-06-26 09:00:00
nearby_20250701_m2_20250627,2025-06-27 09:00:00,2026-06-23 15:30:00,0,2.746436287212938,2.723862838276941,2.5347802459247135,0.18773118503107356,0.6018518518518519,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_m2_20250627.log,0.4050213476394848,0.34334763948497854,1,233,20250701,-2,20250627,2025-06-27 09:00:00
nearby_20250701_m1_20250630,2025-06-30 09:00:00,2026-06-23 15:30:00,0,2.6152892408904638,2.5722981848758257,2.50448773018626,0.18773078368864213,0.6018518518518519,109,108,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_m1_20250630.log,0.40694619396551734,0.3448275862068966,1,232,20250701,-1,20250630,2025-06-30 09:00:00
nearby_20250701_0_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,2.634733710999099,2.5842045713361026,2.5140123795158984,0.18768521518041464,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_0_20250701.log,0.40494919913419924,0.341991341991342,1,231,20250701,0,20250701,2025-07-01 09:00:00
nearby_20250701_1_20250702,2025-07-02 09:00:00,2026-06-23 15:30:00,0,2.7750590514367492,2.714235839350464,2.5503644353203843,0.18776361274708267,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_1_20250702.log,0.4066303956521738,0.34347826086956523,1,230,20250701,1,20250702,2025-07-02 09:00:00
nearby_20250701_2_20250703,2025-07-03 09:00:00,2026-06-23 15:30:00,0,2.6251007406261624,2.5603722292134625,2.5179970742139,0.18779047498271595,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_2_20250703.log,0.40482219650655016,0.3406113537117904,1,229,20250701,2,20250703,2025-07-03 09:00:00
nearby_20250701_3_20250704,2025-07-04 09:00:00,2026-06-23 15:30:00,0,2.620830409711891,2.549026836843072,2.520466208889946,0.18790134080137158,0.5943396226415094,107,106,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20250701_3_20250704.log,0.40251281140350864,0.33771929824561403,1,228,20250701,3,20250704,2025-07-04 09:00:00
nearby_20251009_m3_20250926,2025-09-26 09:00:00,2026-06-23 15:30:00,0,1.5401982615214778,1.1435444626638918,2.3439277254166684,0.1877664709198912,0.5769230769230769,79,78,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20251009_m3_20250926.log,0.41854242857142876,0.375,1,168,20251009,-3,20250926,2025-09-26 09:00:00
nearby_20251009_m2_20250929,2025-09-29 09:00:00,2026-06-23 15:30:00,0,1.4447231336576278,1.0607830132061487,2.276140840067828,0.1879357776398775,0.5714285714285714,78,77,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20251009_m2_20250929.log,0.42136095808383256,0.3772455089820359,1,167,20251009,-2,20250929,2025-09-29 09:00:00
nearby_20251009_m1_20250930,2025-09-30 09:00:00,2026-06-23 15:30:00,0,1.4956057610228848,1.0940458580633157,2.3183002052666892,0.1875536625528785,0.5789473684210527,77,76,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\signals\tp060_pos86_dd0509_s7050.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\nearby_20251009_m1_20250930.log,0.41864880722891556,0.37349397590361444,1,166,20251009,-1,20250930,2025-09-30 09:00:00
