case_name,dd_risk_mode,dd_soft,dd_hard,dd_recover,dd_soft_scale,dd_hard_scale,start_name,start,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points
tp060_pos86_dd0509_s7050,1,0.05,0.09,0.03,0.7,0.5,full_20240605,2024-06-05 09:00:00,0,4.558365195146958,9.35401515387691,1.9124285440529118,0.3689226441618959,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0509_s7050_full_20240605.log,0.35524029183673456,0.23877551020408164,1,490
tp060_pos86_dd0509_s7050,1,0.05,0.09,0.03,0.7,0.5,recent60_20260324,2026-03-24 09:00:00,0,0.5565653243136334,0.14028495845713498,1.1822989564213118,0.1877438925704331,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0509_s7050_recent60_20260324.log,0.42871841818181833,0.34545454545454546,1,55
tp060_pos86_dd0509_s7050,1,0.05,0.09,0.03,0.7,0.5,late_20250701,2025-07-01 09:00:00,0,2.634733710999099,2.5842045713361026,2.5140123795158984,0.18768521518041464,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0509_s7050_late_20250701.log,0.40494919913419924,0.341991341991342,1,231
tp060_pos86_dd0509_s7050,1,0.05,0.09,0.03,0.7,0.5,late_20251009,2025-10-09 09:00:00,0,1.8114845518028804,1.2804466146990223,2.490417047918194,0.18794184267008865,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0509_s7050_late_20251009.log,0.41551829696969705,0.3696969696969697,1,165
tp060_pos86_dd0509_s7050,1,0.05,0.09,0.03,0.7,0.5,late_20260105,2026-01-05 09:00:00,0,1.6738154839399872,0.7795852938898571,2.551454992720651,0.18773847831912813,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0509_s7050_late_20260105.log,0.41725420952380965,0.37142857142857144,1,105
tp060_pos86_dd0510_s8060,1,0.05,0.1,0.03,0.8,0.6,full_20240605,2024-06-05 09:00:00,0,5.672003877772274,11.639262751921734,1.9195913849296435,0.39978338127223867,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0510_s8060_full_20240605.log,0.3819606102040815,0.24081632653061225,1,490
tp060_pos86_dd0510_s8060,1,0.05,0.1,0.03,0.8,0.6,recent60_20260324,2026-03-24 09:00:00,0,0.45244150509577374,0.11404005059948269,0.9179515377201388,0.20870773731428197,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0510_s8060_recent60_20260324.log,0.45199810909090915,0.34545454545454546,1,55
tp060_pos86_dd0510_s8060,1,0.05,0.1,0.03,0.8,0.6,late_20250701,2025-07-01 09:00:00,0,2.873027557204409,2.817928398573091,2.5158601483255456,0.208689747268584,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0510_s8060_late_20250701.log,0.42348154978354996,0.341991341991342,1,231
tp060_pos86_dd0510_s8060,1,0.05,0.1,0.03,0.8,0.6,late_20251009,2025-10-09 09:00:00,0,1.914374761115547,1.3531744886789348,2.488643969217088,0.20841216249351163,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0510_s8060_late_20251009.log,0.4321788424242425,0.3696969696969697,1,165
tp060_pos86_dd0510_s8060,1,0.05,0.1,0.03,0.8,0.6,late_20260105,2026-01-05 09:00:00,0,1.6919606831129868,0.7880364825457746,2.4670737717899542,0.208793813976285,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0510_s8060_late_20260105.log,0.43191439047619073,0.37142857142857144,1,105
tp060_pos86_dd0612_s8060,1,0.06,0.12,0.03,0.8,0.6,full_20240605,2024-06-05 09:00:00,0,6.207883177457994,12.73891643812613,1.910212445910216,0.4045779885885325,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0612_s8060_full_20240605.log,0.38651634897959214,0.2530612244897959,1,490
tp060_pos86_dd0612_s8060,1,0.06,0.12,0.03,0.8,0.6,recent60_20260324,2026-03-24 09:00:00,0,0.38747525950477407,0.09766499691627183,0.7763743000678796,0.22087044607961234,0.5238095238095238,22,21,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0612_s8060_recent60_20260324.log,0.46101225454545447,0.36363636363636365,1,55
tp060_pos86_dd0612_s8060,1,0.06,0.12,0.03,0.8,0.6,late_20250701,2025-07-01 09:00:00,0,2.9766843503857294,2.919597253255044,2.486235393626429,0.2219795600554097,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0612_s8060_late_20250701.log,0.42787943290043284,0.35064935064935066,1,231
tp060_pos86_dd0612_s8060,1,0.06,0.12,0.03,0.8,0.6,late_20251009,2025-10-09 09:00:00,0,1.8523050298326538,1.309300541635136,2.3916349769168885,0.2219795961931354,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0612_s8060_late_20251009.log,0.43666247878787895,0.37575757575757573,1,165
tp060_pos86_dd0612_s8060,1,0.06,0.12,0.03,0.8,0.6,late_20260105,2026-01-05 09:00:00,0,1.6363812808047913,0.7621501855803138,2.366026382616028,0.2213664108871966,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_pos86_tp060_dd_neighborhood_20260624\logs\tp060_pos86_dd0612_s8060_late_20260105.log,0.43684858095238116,0.38095238095238093,1,105
