tag,start,end,returncode,annual,pnl_ratio,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_file,log_file,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points,variant,start_name
stress_base_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,4.558365195146958,9.35401515387691,1.9124285440529118,0.3689226441618959,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_base_full_20240605.log,0.35524029183673456,0.23877551020408164,1,490,base,full_20240605
stress_base_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,2.634733710999099,2.5842045713361026,2.5140123795158984,0.18768521518041464,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_base_late_20250701.log,0.40494919913419924,0.341991341991342,1,231,base,late_20250701
stress_base_late_20251009,2025-10-09 09:00:00,2026-06-23 15:30:00,0,1.8114845518028804,1.2804466146990223,2.490417047918194,0.18794184267008865,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_base_late_20251009.log,0.41551829696969705,0.3696969696969697,1,165,base,late_20251009
stress_base_late_20260105,2026-01-05 09:00:00,2026-06-23 15:30:00,0,1.6738154839399872,0.7795852938898571,2.551454992720651,0.18773847831912813,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\base.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_base_late_20260105.log,0.41725420952380965,0.37142857142857144,1,105,base,late_20260105
stress_drop_top_stock_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,4.541009923790238,9.318401186079145,1.9114904393012493,0.3689383825186887,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_full_20240605.log,0.3534712877551022,0.23673469387755103,1,490,drop_top_stock,full_20240605
stress_drop_top_stock_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,2.634733710999099,2.5842045713361026,2.5140123795158984,0.18768521518041464,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_late_20250701.log,0.40494919913419924,0.341991341991342,1,231,drop_top_stock,late_20250701
stress_drop_top_stock_late_20251009,2025-10-09 09:00:00,2026-06-23 15:30:00,0,1.8114845518028804,1.2804466146990223,2.490417047918194,0.18794184267008865,0.5866666666666667,76,75,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_late_20251009.log,0.41551829696969705,0.3696969696969697,1,165,drop_top_stock,late_20251009
stress_drop_top_stock_late_20260105,2026-01-05 09:00:00,2026-06-23 15:30:00,0,1.6738154839399872,0.7795852938898571,2.551454992720651,0.18773847831912813,0.625,49,48,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\drop_top_stock.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_drop_top_stock_late_20260105.log,0.41725420952380965,0.37142857142857144,1,105,drop_top_stock,late_20260105
stress_drop_top_day_full_20240605,2024-06-05 09:00:00,2026-06-23 15:30:00,0,4.558365195146958,9.35401515387691,1.9124285440529118,0.3689226441618959,0.5841584158415841,203,202,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\drop_top_day.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_drop_top_day_full_20240605.log,0.35524029183673456,0.23877551020408164,1,490,drop_top_day,full_20240605
stress_drop_top_day_late_20250701,2025-07-01 09:00:00,2026-06-23 15:30:00,0,2.634733710999099,2.5842045713361026,2.5140123795158984,0.18768521518041464,0.5981308411214953,108,107,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\signals\drop_top_day.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_goal_high_annual_20260623\top1_no_delist_rerun_20260624\diversification_tune_20260624\strict_sync_liquidity_neighborhood_20260624\formal_horizon_entry_confirmation_20260624\dynamic_h2_m3_sl06_dd0509_pos86_tp060_validation_20260624\logs\stress_drop_top_day_late_20250701.log,0.40494919913419924,0.341991341991342,1,231,drop_top_day,late_20250701
