table,max_total_mv,min_amount,min_turnover_rate,top_k,holding_days,max_positions,asset,direction,weight_mode,target_total_pct,max_atr_ratio,open_score_exit,score_exit_entry_ratio,max_daily_sells,score_continue_entry_ratio,db_path,manifest_path,returncode,signal_file,log_file,annual,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_count,buy_days,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points
rank_10d60_5d40,150000.0,10000.0,0.3,5,4,8,rank_10d60_5d40,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d60_5d40_top_tk5_h4_mp8_mv150000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d60_5d40_top_tk5_h4_mp8_mv150000p0_amt10000p0_turn0p3_exit1_ser0p95.log,1.1009827958733522,1.7979513948474857,0.2906111507387266,0.5976744186046512,438,430,2069,493,0.6470541529175053,0.5050301810865191,8,497
rank_10d70_5d30,150000.0,10000.0,0.3,5,4,8,rank_10d70_5d30,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d70_5d30_top_tk5_h4_mp8_mv150000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d70_5d30_top_tk5_h4_mp8_mv150000p0_amt10000p0_turn0p3_exit1_ser0p95.log,0.8895570179786255,1.7850779252139444,0.26413425467291596,0.5783410138248848,442,434,2069,493,0.5773609295774648,0.01609657947686117,8,497
rank_10d50_5d50,150000.0,20000.0,0.5,5,4,8,rank_10d50_5d50,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d50_5d50_top_tk5_h4_mp8_mv150000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d50_5d50_top_tk5_h4_mp8_mv150000p0_amt20000p0_turn0p5_exit1_ser0p95.log,0.92462920707408,1.724747633313977,0.25778351694097584,0.6182669789227166,435,427,2013,488,0.6427462615694157,0.5311871227364185,8,497
rank_10d70_5d30,150000.0,20000.0,0.5,5,4,8,rank_10d70_5d30,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d70_5d30_top_tk5_h4_mp8_mv150000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d70_5d30_top_tk5_h4_mp8_mv150000p0_amt20000p0_turn0p5_exit1_ser0p95.log,0.9458549332541533,1.7108590651601567,0.2813140198930004,0.5841121495327103,436,428,2013,488,0.6105507585513077,0.42857142857142855,8,497
rank_10d60_5d40,150000.0,20000.0,0.5,5,4,8,rank_10d60_5d40,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d60_5d40_top_tk5_h4_mp8_mv150000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d60_5d40_top_tk5_h4_mp8_mv150000p0_amt20000p0_turn0p5_exit1_ser0p95.log,0.8916727941103201,1.6856314337058529,0.2771969572288466,0.5925058548009368,435,427,2013,488,0.6093545774647884,0.42052313883299797,8,497
rank_10d80_5d20,200000.0,20000.0,0.5,5,4,8,rank_10d80_5d20,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d80_5d20_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d80_5d20_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.log,1.2774441908449126,1.6235189143118804,0.21552339410298738,0.5833333333333334,499,492,2470,494,0.8126977142857151,0.6639839034205232,7,497
rank_10d50_5d50,200000.0,20000.0,0.5,5,4,8,rank_10d50_5d50,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d50_5d50_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d50_5d50_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.log,0.809985381980011,1.5399745268370684,0.21267192192496762,0.5670731707317073,499,492,2470,494,0.7227222334004028,0.002012072434607646,7,497
rank_10d50_5d50,200000.0,10000.0,0.3,5,4,8,rank_10d50_5d50,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d50_5d50_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d50_5d50_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.log,0.9456503144038836,1.5381859143822814,0.20900178871633837,0.5682281059063137,498,491,2470,494,0.6991149698189143,0.002012072434607646,7,497
rank_10d60_5d40,200000.0,10000.0,0.3,5,4,8,rank_10d60_5d40,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d60_5d40_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d60_5d40_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.log,1.2989013550755104,1.5358946315583877,0.24514045273581037,0.5682281059063137,499,491,2470,494,0.8316042575452722,0.8933601609657947,8,497
rank_10d90_5d10,200000.0,20000.0,0.5,5,4,8,rank_10d90_5d10,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d90_5d10_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d90_5d10_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.log,1.0300772989840026,1.5153656303556622,0.24492608398753804,0.5813008130081301,499,492,2470,494,0.7681700985915494,0.3158953722334004,7,497
rank_10d80_5d20,200000.0,10000.0,0.3,5,4,8,rank_10d80_5d20,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d80_5d20_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d80_5d20_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.log,0.9738066970007541,1.489261441242262,0.22746404602104006,0.5813008130081301,499,492,2470,494,0.7277053480885305,0.04627766599597585,7,497
rank_10d60_5d40,150000.0,10000.0,0.5,3,4,6,rank_10d60_5d40,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d60_5d40_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d60_5d40_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.log,0.7083351115092186,1.4360584597118666,0.3315805856017094,0.5508274231678487,429,423,1312,493,0.5406528289738433,0.22535211267605634,6,497
rank_10d50_5d50,150000.0,10000.0,0.5,3,4,6,rank_10d50_5d50,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d50_5d50_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d50_5d50_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.log,0.5784860618764648,1.4319701730962342,0.27492168746407175,0.5415676959619953,426,421,1312,493,0.5031394366197185,0.01609657947686117,5,497
rank_10d70_5d30,200000.0,10000.0,0.3,5,4,8,rank_10d70_5d30,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d70_5d30_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d70_5d30_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.log,1.2064131767152324,1.4216213236251105,0.2701556274757977,0.5865580448065173,499,491,2470,494,0.8307785472837028,0.8832997987927566,8,497
rank_10d90_5d10,200000.0,10000.0,0.3,5,4,8,rank_10d90_5d10,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d90_5d10_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d90_5d10_top_tk5_h4_mp8_mv200000p0_amt10000p0_turn0p3_exit1_ser0p95.log,0.9196374999091109,1.4020443973885701,0.2523027361976275,0.5761316872427984,495,486,2470,494,0.7850725714285705,0.4124748490945674,8,497
rank_10d90_5d10,150000.0,10000.0,0.5,3,4,6,rank_10d90_5d10,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d90_5d10_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d90_5d10_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.log,0.5602288608810976,1.3912827912208976,0.25738448700720773,0.5155875299760192,423,417,1312,493,0.4890637303822939,0.022132796780684104,6,497
rank_10d70_5d30,150000.0,10000.0,0.5,3,4,6,rank_10d70_5d30,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d70_5d30_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d70_5d30_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.log,0.5845225220603096,1.3220041350523597,0.2993086959062314,0.5341463414634147,415,410,1312,493,0.4990164084507045,0.14084507042253522,5,497
rank_10d60_5d40,200000.0,20000.0,0.5,5,4,8,rank_10d60_5d40,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d60_5d40_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d60_5d40_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.log,0.6434981036358347,1.252072539165643,0.22830529287266826,0.5752032520325203,499,492,2470,494,0.7254063360160965,0.002012072434607646,7,497
rank_10d80_5d20,150000.0,10000.0,0.5,3,4,6,rank_10d80_5d20,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d80_5d20_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d80_5d20_top_tk3_h4_mp6_mv150000p0_amt10000p0_turn0p5_exit1_ser0p95.log,0.46643105861031,1.2316920829701161,0.29448817714503156,0.5254237288135594,419,413,1312,493,0.4903969215291749,0.06237424547283702,6,497
rank_10d70_5d30,200000.0,20000.0,0.5,5,4,8,rank_10d70_5d30,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d70_5d30_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d70_5d30_top_tk5_h4_mp8_mv200000p0_amt20000p0_turn0p5_exit1_ser0p95.log,0.6618059701868099,1.1669616837634602,0.2605682384574721,0.5792682926829268,499,492,2470,494,0.7224898008048295,0.002012072434607646,7,497
rank_10d60_5d40,250000.0,30000.0,0.8,5,4,8,rank_10d60_5d40,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d60_5d40_top_tk5_h4_mp8_mv250000p0_amt30000p0_turn0p8_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d60_5d40_top_tk5_h4_mp8_mv250000p0_amt30000p0_turn0p8_exit1_ser0p95.log,0.4364301222002024,0.8736143049438201,0.23815889333386855,0.5523613963039015,496,487,2470,494,0.750132659959759,0.2052313883299799,9,497
rank_10d50_5d50,300000.0,50000.0,1.0,8,4,10,rank_10d50_5d50,top,equal,0.98,,1,0.95,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\signals\rank_10d50_5d50_top_tk8_h4_mp10_mv300000p0_amt50000p0_turn1p0_exit1_ser0p95.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_selection_refine_20260621\logs\rank_10d50_5d50_top_tk8_h4_mp10_mv300000p0_amt50000p0_turn1p0_exit1_ser0p95.log,0.40181244615568423,0.7982002938013156,0.25432746164492104,0.5360824742268041,498,485,3952,494,0.7932410040241445,0.2857142857142857,11,497
