asset,table,max_total_mv,min_amount,min_turnover_rate,top_k,holding_days,max_positions,max_atr_ratio,direction,target_total_pct,weight_mode,open_score_exit,max_daily_sells,score_continue_entry_ratio,db_path,manifest_path,returncode,signal_file,log_file,annual,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_count,buy_days,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points
rank_10d90_5d10,rank_10d90_5d10,300000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d90_5d10_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d90_5d10_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.log,0.34215302706067946,0.7491572974907539,0.28702033488145856,0.5452674897119342,495,486,2470,494,0.732096490945674,0.06237424547283702,9,497
rank_10d70_5d30,rank_10d70_5d30,300000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d70_5d30_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d70_5d30_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.log,0.32731556517071236,0.707624748924054,0.33870914285725306,0.5534979423868313,495,486,2470,494,0.7364312213279683,0.060362173038229376,9,497
rank_10d90_5d10,rank_10d90_5d10,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d90_5d10_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d90_5d10_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.2914883221784756,0.5809764926161556,0.3113078212502799,0.5,496,484,3952,494,0.7840994084507045,0.22132796780684105,11,497
rank_max_5d10d,rank_max_5d10d,300000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_max_5d10d_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_max_5d10d_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.log,0.2849978690625595,0.5742692061920617,0.30271097863921753,0.5082304526748971,495,486,2470,494,0.807400861167002,0.6438631790744467,9,497
rank_10d80_5d20,rank_10d80_5d20,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d80_5d20_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d80_5d20_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.2669751765309671,0.5536043803661482,0.28525153943004955,0.5041322314049587,496,484,3952,494,0.7858304325955734,0.22132796780684105,11,497
rank_max_5d10d,rank_max_5d10d,200000.0,20000.0,0.5,5,5,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_max_5d10d_top_tk5_h5_mp10_mv200000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_max_5d10d_top_tk5_h5_mp10_mv200000p0_amt20000p0_turn0p5_atrnone.log,0.820279056534511,0.5343252381008665,0.5020743079198228,0.5604166666666667,489,480,2470,494,0.864595680080483,0.9295774647887324,10,497
rank_10d80_5d20,rank_10d80_5d20,300000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d80_5d20_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d80_5d20_top_tk5_h5_mp8_mv300000p0_amt20000p0_turn0p5_atrnone.log,0.21863966144855393,0.5198227684808374,0.31538697588017184,0.5390946502057613,495,486,2470,494,0.7356280241448693,0.06237424547283702,9,497
rank_max_5d10d,rank_max_5d10d,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_max_5d10d_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_max_5d10d_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.23844617391259498,0.5061016893217343,0.27412125181076114,0.48148148148148145,497,486,3952,494,0.8303244768611673,0.744466800804829,11,497
std_5d,stock_predict_data_model_agent_5d_tune_20260620_executable_5d_open_return_d4_l4_fs160_gate1_score_20240604_20260618,200000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\model_predictions\MODEL_PREDICTIONS.db,D:\work\quant\quant_mcp\quant\main\config\prediction_manifests\prod_liq_prime_one_v20260612_l4_formal.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\std_5d_top_tk5_h5_mp8_mv200000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\std_5d_top_tk5_h5_mp8_mv200000p0_amt20000p0_turn0p5_atrnone.log,0.6267896610834203,0.4914428139383842,0.5337037462194404,0.5587628865979382,493,485,2470,494,0.8834823561368215,0.9738430583501007,8,497
std_5d,stock_predict_data_model_agent_5d_tune_20260620_executable_5d_open_return_d4_l4_fs160_gate1_score_20240604_20260618,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\model_predictions\MODEL_PREDICTIONS.db,D:\work\quant\quant_mcp\quant\main\config\prediction_manifests\prod_liq_prime_one_v20260612_l4_formal.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\std_5d_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\std_5d_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.24266706117942324,0.4882298148528588,0.26962621474769893,0.49176954732510286,498,486,3952,494,0.8714917565392355,0.9879275653923542,11,497
std_10d,stock_predict_data_model_agent_10d_tune_20260620_executable_10d_open_return_d4_l4_fs160_gate2_score_20240604_20260618,200000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\model_predictions\MODEL_PREDICTIONS.db,D:\work\quant\quant_mcp\quant\main\config\prediction_manifests\executable_10d_open_return_l4_formal_20260617.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\std_10d_top_tk5_h5_mp8_mv200000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\std_10d_top_tk5_h5_mp8_mv200000p0_amt20000p0_turn0p5_atrnone.log,0.6670278920451806,0.4606801173905107,0.5878010360452661,0.5731958762886598,491,485,2470,494,0.8652751327967805,0.9537223340040242,8,497
rank_10d70_5d30,rank_10d70_5d30,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d70_5d30_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d70_5d30_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.17422920311139523,0.38988320544180327,0.2893059049233085,0.49793388429752067,496,484,3952,494,0.7839736720321931,0.22132796780684105,11,497
rank_max_5d10d,rank_max_5d10d,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_max_5d10d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_max_5d10d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.18283808383577274,0.35743190525779334,0.3731860259536408,0.45867768595041325,495,484,2470,494,0.8217271368209259,0.7645875251509054,10,497
std_5d,stock_predict_data_model_agent_5d_tune_20260620_executable_5d_open_return_d4_l4_fs160_gate1_score_20240604_20260618,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\model_predictions\MODEL_PREDICTIONS.db,D:\work\quant\quant_mcp\quant\main\config\prediction_manifests\prod_liq_prime_one_v20260612_l4_formal.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\std_5d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\std_5d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.1538472333910794,0.3439345675237275,0.3701903494108799,0.4691358024691358,497,486,2470,494,0.8735078430583506,0.9818913480885312,10,497
rank_max_5d10d,rank_max_5d10d,200000.0,20000.0,0.5,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_max_5d10d_top_tk5_h5_mp8_mv200000p0_amt20000p0_turn0p5_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_max_5d10d_top_tk5_h5_mp8_mv200000p0_amt20000p0_turn0p5_atrnone.log,0.46080809539725864,0.2960934743413905,0.6092852279785415,0.5486542443064182,490,483,2470,494,0.8877856579476857,0.9818913480885312,8,497
rank_10d60_5d40,rank_10d60_5d40,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d60_5d40_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d60_5d40_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.12614336172123075,0.28992762174300174,0.3491867827402629,0.4968944099378882,495,483,3952,494,0.7828457122736415,0.23943661971830985,11,497
rank_10d50_5d50,rank_10d50_5d50,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d50_5d50_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d50_5d50_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.11715689877002067,0.2701252561138218,0.36633111609701374,0.5113871635610766,495,483,3952,494,0.7820489678068415,0.23340040241448692,11,497
rank_min_5d10d,rank_min_5d10d,500000.0,20000.0,2.0,8,6,10,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_min_5d10d_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_min_5d10d_top_tk8_h6_mp10_mv500000p0_amt20000p0_turn2p0_atrnone.log,0.09929446159561803,0.238901081347665,0.35159635607214196,0.5082644628099173,496,484,3952,494,0.7827217927565393,0.21327967806841047,11,497
rank_10d60_5d40,rank_10d60_5d40,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d60_5d40_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d60_5d40_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.059769588429044083,0.1408981216891976,0.3885984310328048,0.491701244813278,492,482,2470,494,0.826825052313883,0.7645875251509054,9,497
rank_10d50_5d50,rank_10d50_5d50,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d50_5d50_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d50_5d50_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.048857090187523454,0.11709772108465177,0.3893781419982576,0.495850622406639,493,482,2470,494,0.8278590724346077,0.7645875251509054,10,497
rank_10d80_5d20,rank_10d80_5d20,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d80_5d20_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d80_5d20_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.030749626156636397,0.07687994101341088,0.41454946490816363,0.4968944099378882,492,483,2470,494,0.7664749959758554,0.22736418511066397,9,497
std_10d,stock_predict_data_model_agent_10d_tune_20260620_executable_10d_open_return_d4_l4_fs160_gate2_score_20240604_20260618,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\model_predictions\MODEL_PREDICTIONS.db,D:\work\quant\quant_mcp\quant\main\config\prediction_manifests\executable_10d_open_return_l4_formal_20260617.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\std_10d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\std_10d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.03244739985624726,0.0688630121332054,0.4900388464806339,0.4669421487603306,495,484,2470,494,0.8247637424547283,0.7686116700201208,10,497
rank_10d70_5d30,rank_10d70_5d30,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d70_5d30_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d70_5d30_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,0.0073157070466145155,0.018462422777599255,0.41689183185241,0.4803312629399586,494,483,2470,494,0.8284290583501015,0.7706237424547284,10,497
rank_10d90_5d10,rank_10d90_5d10,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_10d90_5d10_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_10d90_5d10_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,-0.04311389003407975,-0.1076933800142081,0.5045914485619708,0.4720496894409938,494,483,2470,494,0.8338862414486926,0.772635814889336,10,497
rank_min_5d10d,rank_min_5d10d,500000.0,50000.0,1.0,5,5,8,,top,0.98,equal,0,1,1.0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d.db,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\fusion_5d10d_manifest.json,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\signals\rank_min_5d10d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_l5_candidate_grid_20260621\logs\rank_min_5d10d_top_tk5_h5_mp8_mv500000p0_amt50000p0_turn1p0_atrnone.log,-0.0832718461924972,-0.22666635226921528,0.5247456884297168,0.48760330578512395,494,484,2470,494,0.8352071368209251,0.772635814889336,9,497
