case_name,target_pct,dd_soft,dd_hard,dd_recover,dd_soft_scale,dd_hard_scale,full_annual,full_sharpe,full_max_drawdown,full_avg_invested_pct,recent60_annual,recent60_sharpe,recent60_max_drawdown,late_min_annual,late_median_annual,signal_rows,signal_days,latest_signal_date,latest_buy_date
dd0712_tp060_pos86,0.86,0.07,0.12,0.03,0.7,0.5,5.627606767293402,1.9295649506782346,0.358907324256465,0.3646558673469387,0.46750961973614596,0.9768064264444691,0.20435547609176916,1.5915660347525566,1.7251457153401375,496,496,20260622,20260623
dd0712_tp060_pos88,0.88,0.07,0.12,0.03,0.7,0.5,5.986242372871813,1.914449653574556,0.3657035683364417,0.37087653673469373,0.46873020759953454,0.9530369500849901,0.20952360554814767,1.629091440460544,1.7765562527189036,496,496,20260622,20260623
dd0712_tp060_pos89,0.89,0.07,0.12,0.03,0.7,0.5,6.2106220041486875,1.9259058942150682,0.3690872299196546,0.3743674734693878,0.5072265064155717,1.0252148343830427,0.20604146828600878,1.6728645483294133,1.824660323516139,496,496,20260622,20260623
dd0712_tp060_pos90,0.9,0.07,0.12,0.03,0.7,0.5,6.1503710354113785,1.8979798997358837,0.3725054702795722,0.37800169387755106,0.5113670230524359,1.0200704564476335,0.20786273492007945,1.69189145601564,1.8497955486479891,496,496,20260622,20260623
dd0712_tp060_pos91,0.91,0.07,0.12,0.03,0.7,0.5,5.746539777802711,1.868950923885159,0.3940769912537075,0.38102199591836744,0.5211813224617768,1.0254562907199816,0.2096846006029986,1.714221004997752,1.8740086008595693,496,496,20260622,20260623
dd0712_tp060_pos92,0.92,0.07,0.12,0.03,0.7,0.5,5.96803271213752,1.8651456748589064,0.397497512228617,0.3844468999999999,0.5177908535129504,1.0062673669271407,0.2128446846264816,1.734072600955512,1.9009296261183117,496,496,20260622,20260623
dd0712_tp060_pos93,0.93,0.07,0.12,0.03,0.7,0.5,6.357950676547475,1.8762547320198142,0.4009953011293504,0.38992682653061206,0.5240613934754794,1.0057708002816361,0.21455133122244155,1.7553761370534937,1.9298874901165193,496,496,20260622,20260623
dd0712_tp060_pos94,0.94,0.07,0.12,0.03,0.7,0.5,6.29758273570299,1.8493110736844145,0.40437215870951343,0.3934899163265308,0.5329052764618883,1.0092516450419349,0.2164285223355795,1.7758134837236041,2.0082816465968207,496,496,20260622,20260623
dd0712_tp060_pos95,0.95,0.07,0.12,0.03,0.7,0.5,6.464703094474878,1.843953159325491,0.4078169143496897,0.39766461020408206,0.5375733576220593,1.0054960652579037,0.2181714345294688,1.800801142017132,2.033472696105875,496,496,20260622,20260623
