signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,entry_score,pred_3d,pred_5d,pred_10d,rank_3d,rank_5d,rank_10d,amount,turnover_rate,total_mv,atr_qfq,target_pct,holding_days,max_holding_days,score_exit_entry_ratio,min_holding_days_before_score_exit,score_continue_entry_ratio,signal_stop_loss_pct,signal_take_profit_pct,strategy_variant,filter_name,entry_weight_name,dynamic_hold_name,buy_day_market_available,buy_day_hard_gate_complete,buy_day_st_rejected,buy_day_open_limit_up_rejected,latest_market_date
20260625,,SHSE.688322,688322.SH,奥比中光,1,0.9995154264972776,0.9995154264972776,0.9994411177644711,1.001003992015968,0.9996370894574488,1.0,0.9980036297640653,0.9996370235934664,2317028.733,5.7828,5058341.79,11.566,0.90000,2,3,0.97000,1,0.97000,0.06000,0.07000,prod_dynamic_top1_amt9w_warmup60_v20260626,amt9w_mv20w_no_bj_st_delist,w84_5d09_3d07,h2_m3_c097_dd12,False,False,False,False,20260625
