signal_date,buy_date,symbol,stock_code,name,rank,pred_prob,entry_score,pred_1d,pred_3d,pred_5d,pred_10d,rank_1d,rank_3d,rank_5d,rank_10d,amount,turnover_rate,total_mv,atr_qfq,target_pct,holding_days,max_holding_days,score_exit_entry_ratio,min_holding_days_before_score_exit
20260622,20260623,SHSE.688059,688059.SH,华锐精密,1,1.0,1.0,1.0,1.0,1.003,1.0,1.0,1.0,1.0,1.0,1195045.984,5.9525,2116720.556,13.163,0.99000,5,5,0.98000,1
