name,eligible,disqualification_reason,rank_max,primary_count_min,min_amount,min_turnover,max_turnover,min_total_mv,max_total_mv,max_atr_ratio,min_pred_5d,min_pred_10d,max_rank_5d,max_rank_10d,min_rank_5d,min_rank_10d,max_abs_pred_gap,post_filter_min_count,post_filter_min_primary_count,post_filter_avg_pred_min,max_positions,holding_days,max_holding_days,target_pct,max_target_pct,rank_target_pct,score_exit_entry_ratio,min_holding_days_before_score_exit,max_daily_sells,returncode,signal_file,log_file,annual,sharpe,max_drawdown,win_ratio,open_count,close_count,signal_count,buy_days,avg_signal_target_pct,max_signal_target_pct,min_signal_target_pct,avg_invested_pct,ge80_ratio,max_active_positions,exposure_points
best_noncal_avgpred212,True,,5,2,,,,,,,,0.0,,,,,,,,2.12,5,7,10,0.2,0.207,"{1: 0.207, 2: 0.207, 3: 0.2, 4: 0.193, 5: 0.193}",1.0,3,1,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\signals\best_noncal_avgpred212.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\logs\best_noncal_avgpred212.log,2.5411407000126363,3.006555119149775,0.23601175083620143,0.6057971014492753,349,345,1879,382,0.20009686003192778,0.207,0.193,0.5889173433734941,0.17269076305220885,5,498
best_noncal_avgpred205,True,,5,2,,,,,,,,0.0,,,,,,,,2.05,5,7,10,0.2,0.207,"{1: 0.207, 2: 0.207, 3: 0.2, 4: 0.193, 5: 0.193}",1.0,3,1,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\signals\best_noncal_avgpred205.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\logs\best_noncal_avgpred205.log,2.5411407000126363,3.0065551191497746,0.23601175083620143,0.6057971014492753,349,345,1879,382,0.20009686003192778,0.207,0.193,0.5889173433734941,0.17269076305220885,5,498
best_noncal_avgpred210,True,,5,2,,,,,,,,0.0,,,,,,,,2.1,5,7,10,0.2,0.207,"{1: 0.207, 2: 0.207, 3: 0.2, 4: 0.193, 5: 0.193}",1.0,3,1,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\signals\best_noncal_avgpred210.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\logs\best_noncal_avgpred210.log,2.5411407000126363,3.0065551191497746,0.23601175083620143,0.6057971014492753,349,345,1879,382,0.20009686003192778,0.207,0.193,0.5889173433734941,0.17269076305220885,5,498
best_noncal_avgpred205_cash995,True,,5,2,,,,,,,,0.0,,,,,,,,2.05,5,7,10,0.2,0.207,"{1: 0.207, 2: 0.207, 3: 0.2, 4: 0.193, 5: 0.193}",1.0,3,1,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\signals\best_noncal_avgpred205_cash995.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\logs\best_noncal_avgpred205_cash995.log,2.541658927417744,3.00638745754815,0.23601175083620143,0.6057971014492753,349,345,1879,382,0.20009686003192778,0.207,0.193,0.5890854216867472,0.178714859437751,5,498
best_noncal_avgpred205_cash985,True,,5,2,,,,,,,,0.0,,,,,,,,2.05,5,7,10,0.2,0.207,"{1: 0.207, 2: 0.207, 3: 0.2, 4: 0.193, 5: 0.193}",1.0,3,1,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\signals\best_noncal_avgpred205_cash985.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\logs\best_noncal_avgpred205_cash985.log,2.5400566696581057,3.006258640673011,0.23601175083620143,0.6057971014492753,349,345,1879,382,0.20009686003192778,0.207,0.193,0.5887600120481931,0.17269076305220885,5,498
best_noncal_avgpred205_rw2121201919,True,,5,2,,,,,,,,0.0,,,,,,,,2.05,5,7,10,0.2,0.21,"{1: 0.21, 2: 0.21, 3: 0.2, 4: 0.19, 5: 0.19}",1.0,3,1,0,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\signals\best_noncal_avgpred205_rw2121201919.csv,D:\work\quant\quant_mcp\quant\data_file\reports\strategy_agent_model_application_20260621\formal_5d10d_noncalendar_quality_refine_20260621\logs\best_noncal_avgpred205_rw2121201919.log,2.5708951990286635,3.0044554108640216,0.23807495613823845,0.6057971014492753,349,345,1879,382,0.2001383714741843,0.21,0.19,0.5916286746987945,0.18674698795180722,5,498
