variant,reason,full_annual,full_sharpe,full_max_drawdown,late_min_annual
base,原始信号,3.956402079332387,2.0249183653769443,0.3700573273809636,1.6187553885086623
drop_top_1pct,去最高 1% 代理信号 5 条,2.100038099594434,1.597990383378766,0.4129730536788707,1.6187553885086623
drop_top_day,去最高代理信号日 20240925,3.956402079332387,2.0249183653769443,0.3700573273809636,1.6187553885086623
drop_top_month,去最高代理月份 202409,3.9762135236584424,2.0257265261454624,0.37015262216383776,1.6187553885086623
drop_top_stock,去最高代理股票 300573.SZ,4.027452840700448,2.028580561994491,0.37012757814907177,1.6187553885086623
