anchor,starts,annual_min,annual_median,annual_max,sharpe_min,sharpe_median,max_drawdown_max
20250701,7,2.5177461397324423,2.541260108115621,2.669283454853825,2.640271519370843,2.662495941896442,0.19868634717046005
20251009,7,1.3420222398522326,1.481526830760785,1.6531163619772524,2.329599616571443,2.4147802091596895,0.19857950158074683
20260105,7,1.505480060813118,1.8517253318718956,2.1912599074365358,2.5816834659902197,2.8449285941840716,0.1985103102201117
