case_name,stop_loss,full_annual,full_sharpe,full_max_drawdown,full_avg_invested_pct,recent60_annual,recent60_sharpe,recent60_max_drawdown,late_min_annual,late_median_annual,signal_rows,signal_days,latest_signal_date,latest_buy_date
pos76_sl050_dd0612,0.05,3.1037890083702355,1.9604373941408757,0.3701337588062849,0.35111010204081633,0.45357606588539556,1.026514607231549,0.19746343044624057,1.6206698352029048,1.654319670085057,496,496,20260622,20260623
pos76_sl055_dd0612,0.055,3.10225522800695,1.9595050760702202,0.3701337588062849,0.35111468775510196,0.44787470307096405,1.0146745220820734,0.1975333940527591,1.6187553885086623,1.6531163619772524,496,496,20260622,20260623
pos76_sl060_dd0612,0.06,3.956402079332387,2.0249183653769443,0.3700573273809636,0.3509590918367345,0.44787470307096405,1.0146745220820734,0.1975333940527591,1.6187553885086623,1.6531163619772524,496,496,20260622,20260623
pos76_sl065_dd0612,0.065,3.5316467183422198,1.9745684337089724,0.3700573273809636,0.3454429040816325,0.44787470307096405,1.0146745220820734,0.1975333940527591,1.6187553885086623,1.6531163619772524,496,496,20260622,20260623
pos76_sl070_dd0612,0.07,3.5316467183422198,1.9745684337089724,0.3700573273809636,0.3454429040816325,0.44787470307096405,1.0146745220820734,0.1975333940527591,1.6187553885086623,1.6531163619772524,496,496,20260622,20260623
